0	0
1	2.4789e-06
2	8.845e-07
3	1.1463e-06
4	1.39e-06
5	1.6866e-06
6	4.7102e-06
7	2.2398e-06
8	2.357e-06
9	2.7981e-06
10	2.7967e-06
11	2.9343e-06
12	4.9933e-06
13	3.4964e-06
14	3.6945e-06
15	4.116e-06
16	4.2906e-06
17	4.5434e-06
18	5.0354e-06
19	5.5976e-06
20	5.9737e-06
21	6.3622e-06
22	6.5009e-06
23	6.8303e-06
24	7.3222e-06
25	7.4515e-06
26	7.8774e-06
27	8.6031e-06
28	8.1957e-06
29	8.5769e-06
30	9.2709e-06
31	8.7547e-06
32	9.1334e-06
33	1.00321e-05
34	9.4134e-06
35	9.9399e-06
36	1.05923e-05
37	9.9375e-06
38	1.04886e-05
39	1.11984e-05
40	1.06491e-05
41	2.6455e-06
42	2.8088e-06
43	2.6402e-06
44	2.7779e-06
45	2.9707e-06
46	2.7943e-06
47	2.9512e-06
48	3.1126e-06
49	2.9529e-06
50	3.0708e-06
51	3.2744e-06
52	3.0723e-06
53	3.2322e-06
54	3.3893e-06
55	3.1927e-06
56	3.3395e-06
57	3.5711e-06
58	3.3499e-06
59	3.5194e-06
60	3.7225e-06
61	3.472e-06
62	3.6422e-06
63	3.8498e-06
64	3.616e-06
65	3.8176e-06
66	3.9715e-06
67	3.7234e-06
68	3.8977e-06
69	4.1404e-06
70	4.064e-06
71	4.0751e-06
72	4.273e-06
73	4.01e-06
74	4.1732e-06
75	4.3984e-06
76	4.163e-06
77	4.3567e-06
78	4.596e-06
79	4.2842e-06
80	4.4754e-06
81	4.6917e-06
82	4.4453e-06
83	4.6371e-06
84	4.8394e-06
85	4.5513e-06
86	4.758e-06
87	4.9919e-06
88	4.685e-06
89	4.9295e-06
90	5.1209e-06
91	4.8255e-06
92	5.0199e-06
93	5.2836e-06
94	4.9744e-06
95	5.2092e-06
96	5.4142e-06
97	5.1041e-06
98	5.3316e-06
99	5.5584e-06
100	5.2491e-06
101	5.4695e-06
102	5.7117e-06
103	5.3598e-06
104	5.5874e-06
105	5.8375e-06
106	5.5082e-06
107	5.7214e-06
108	6.0103e-06
109	5.6235e-06
110	5.8688e-06
111	6.1322e-06
112	5.7988e-06
113	6.0133e-06
114	6.2641e-06
115	5.8969e-06
116	6.1775e-06
117	6.42e-06
118	6.0636e-06
119	6.3016e-06
120	6.5295e-06
121	6.1706e-06
122	6.4377e-06
123	6.71e-06
124	6.3296e-06
125	6.5893e-06
126	6.8765e-06
127	6.4575e-06
128	6.7435e-06
129	7.0156e-06
130	6.7595e-06
131	9.5869e-06
132	8.7323e-06
133	6.9227e-06
134	7.2001e-06
135	7.502e-06
136	1.06623e-05
137	7.3602e-06
138	7.6644e-06
139	2.61215e-05
140	1.26919e-05
141	7.9275e-06
142	7.4638e-06
143	7.6303e-06
144	7.9432e-06
145	7.4881e-06
146	7.788e-06
147	9.709e-06
148	7.6668e-06
149	7.9572e-06
150	8.2369e-06
151	7.7443e-06
152	8.0661e-06
153	8.3999e-06
154	7.9016e-06
155	8.2264e-06
156	8.5185e-06
157	8.0098e-06
158	8.3363e-06
159	8.6645e-06
160	8.169e-06
161	8.5048e-06
162	8.8178e-06
163	8.287e-06
164	8.6318e-06
