0	0
1	7.0357e-06
2	4.8365e-06
3	7.4768e-06
4	1.07542e-05
5	1.40612e-05
6	2.03829e-05
7	2.14537e-05
8	2.77759e-05
9	3.00365e-05
10	3.36047e-05
11	3.91148e-05
12	4.41841e-05
13	1.4679e-05
14	2.40361e-05
15	1.73696e-05
16	1.91396e-05
17	2.06554e-05
18	2.13576e-05
19	2.24853e-05
20	2.46031e-05
21	2.5413e-05
22	2.67792e-05
23	2.89815e-05
24	3.15581e-05
25	3.19211e-05
26	3.38727e-05
27	3.60303e-05
28	3.59498e-05
29	3.97873e-05
30	4.05317e-05
31	3.84452e-05
32	4.17443e-05
33	4.34171e-05
34	4.23283e-05
35	4.53965e-05
36	4.71695e-05
37	4.65832e-05
38	5.02718e-05
39	5.17252e-05
40	5.01604e-05
41	5.34534e-05
42	5.56972e-05
43	5.5178e-05
44	5.90289e-05
45	6.12614e-05
46	6.16582e-05
47	6.6281e-05
48	6.94833e-05
49	6.71019e-05
50	6.77424e-05
51	6.89114e-05
52	6.5181e-05
53	7.15963e-05
54	7.23593e-05
55	6.61595e-05
56	6.94543e-05
57	6.96548e-05
58	6.72515e-05
59	7.13642e-05
60	7.34744e-05
61	7.0198e-05
62	7.47517e-05
63	7.73297e-05
64	7.36653e-05
65	8.20476e-05
66	8.09607e-05
67	7.75658e-05
68	8.60306e-05
69	8.48079e-05
70	8.09113e-05
71	9.32309e-05
72	8.74213e-05
73	8.74281e-05
74	8.91793e-05
75	9.1824e-05
76	8.72775e-05
77	9.34198e-05
78	9.58637e-05
79	9.12102e-05
80	9.64432e-05
81	9.84207e-05
82	9.57748e-05
83	0.000100937
84	0.00010318
85	9.87845e-05
86	0.00010546
87	0.000107064
88	0.000102243
89	0.000111086
90	0.000109897
91	0.000105276
92	0.000111599
93	0.000114287
94	0.000109893
95	0.000114095
96	0.000120562
97	0.000111921
98	0.000120706
99	0.000120319
100	0.000119766
101	0.000137039
102	0.000143252
103	0.000126868
104	0.000126376
105	0.000131832
106	0.000122609
107	0.000129596
108	0.000131794
109	0.000126374
110	0.000131755
111	0.000141275
112	0.000127954
113	0.000135852
114	0.000138426
115	0.000135432
116	0.000138992
117	0.000143711
118	0.000138839
119	0.000142676
120	0.00014578
121	0.000138876
122	0.000146809
123	0.000158161
124	0.000141906
125	0.000156379
126	0.000154047
127	0.000146751
128	0.000157417
129	0.000156192
130	0.000148539
131	0.000160432
132	0.000159388
133	0.000152359
134	0.000161138
135	0.000166926
136	0.000155969
137	0.000171569
138	0.000166879
139	0.000162073
140	0.000168164
141	0.000170184
142	0.000161957
143	0.00017254
144	0.000176961
145	0.000171168
146	0.000186656
147	0.000177891
148	0.000171713
149	0.000178544
150	0.000184225
151	0.000172319
152	0.000181455
153	0.000191251
154	0.000178971
155	0.00018669
156	0.000187961
157	0.000179373
158	0.000191681
159	0.000192766
160	0.000182726
161	0.000192656
162	0.000198679
163	0.000191189
164	0.000201529
165	0.000198512
166	0.000192337
167	0.000199015
168	0.00020548
169	0.000193507
170	0.000206626
171	0.000207589
172	0.000227216
173	0.000210181
174	0.000209402
175	0.000199928
176	0.00021049
177	0.000213442
178	0.000212298
179	0.000212788
180	0.000216952
181	0.000206088
182	0.000219828
183	0.000219765
184	0.000220529
185	0.00022796
186	0.000226888
187	0.000223479
188	0.00022893
189	0.000227692
190	0.000217521
191	0.000232505
192	0.000233654
193	0.000222867
194	0.000238499
195	0.000240976
196	0.000223081
197	0.000234994
198	0.000242463
199	0.000230012
200	0.000244498
201	0.000248573
202	0.000237819
203	0.000245763
204	0.000245542
205	0.000232525
206	0.000244389
207	0.000253724
208	0.000236063
209	0.000247996
210	0.000251773
211	0.000247451
212	0.000255287
213	0.000255533
214	0.000243273
215	0.000275792
216	0.000259121
217	0.000245734
218	0.000258202
219	0.000265675
220	0.000255853
221	0.000261861
222	0.000268264
223	0.000257036
224	0.000266304
225	0.000269152
226	0.000262927
227	0.000287344
228	0.00029929
229	0.000264186
